#  
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-11-25T10:51:43 [V7.5.3]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO service_protocol=ASU   IVOID of the protocol through which the data was retrieved
#INFO request_date=2025-11-25T10:51:43   Query execution date
#INFO request=https://vizier.cds.unistra.fr/viz-bin/asu-txt?-source=I/355/gaiadr3&-c=M45&-c.rm=120&-c.geom=r&-out=RA_ICRS,DE_ICRS,Gmag,Source&-out.max=5000&Gmag=&lt;14   Full request URL
#INFO contact=cds-question@unistra.fr   Email or URL to contact publisher
#INFO server_software=7.5.3   Software version
#INFO publisher=CDS   Data centre that produced the VOTable
#INFO -c=056.658333+24.178056,rm=120. 
#Constraint Gmag=<14

#RESOURCE=yCat_1355
#Name: I/355
#Title: Gaia DR3 Part 1. Main source (Gaia Collaboration, 2022)
#INFO ivoid=ivo://cds.vizier/i/355     IVOID of underlying data collection     
#INFO creator=Gaia collaboration     First author or institution     
#INFO cites=bibcode:2022yCat.1355....0G     Bibcode of the dataset     
#INFO original_date=2022     Year of the article publication     
#INFO reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/355     Dataset landing page     
#INFO citation=doi:10.26093/cds/vizier.1355     Dataset identifier that can be used for citation     
#INFO publication_date=2024-12-12     Date of first publication in the data centre     
#INFO rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html     Licence URI     
#Coosys H_2016.000: ICRS     
#Table I_355_gaiadr3:
#Name: I/355/gaiadr3
#Title: Gaia DR3 source catalog (1811709771 sources)
#---Details of Columns:
    RA_ICRS (deg) (F15.11) Right ascension (ICRS) at Ep=2016.0 (ra) [ucd=pos.eq.ra;meta.main]
    DE_ICRS (deg) (F15.11) Declination (ICRS) at Ep=2016.0 (dec) [ucd=pos.eq.dec;meta.main]
    Gmag (mag)    (F9.6)  ? G-band mean magnitude (phot_g_mean_mag) [ucd=phot.mag;em.opt]
    Source        (I19)   Unique source identifier (unique within a particular Data Release) (source_id) [ucd=meta.id;meta.main]
--------------- --------------- --------- -------------------
058.67420479613 +24.84380562981 12.477878   66638139879846144
058.02285184711 +24.32769175639 12.482392   66639342473511936
058.07184980208 +24.40021625127 10.188653   66640201466940928
057.94809788899 +24.36248446920 13.039497   66640373265664896
057.97253958740 +24.38676162475 12.341359   66640712564777856
058.10274312164 +24.43187730824 13.567599   66641816374629888
058.14619637756 +24.49112678111 13.582391   66642469209635584
058.09332959973 +24.46978582326 13.573043   66643053325201920
058.08551079364 +24.47257686811 13.998178   66643122044679296
057.88811128583 +24.48666112472 13.899006   66645149269269248
057.91139450730 +24.47699105079 13.652118   66645321067693568
058.00551538424 +24.47837197484 12.602855   66645802104022912
058.00158494806 +24.49731641944 13.343642   66646111341665280
057.93029310499 +24.55169608782 12.543535   66647245213284864
058.19109043133 +24.51657519444 12.056349   66648447804096256
058.15473522759 +24.56294165649 13.682783   66649547315713792
058.20056480675 +24.56274458865 12.533857   66649684754659968
058.21342788519 +24.58626333979 13.939437   66649822193601792
058.16591401759 +24.60190691678 12.759583   66650131431250688
058.30931778753 +24.63274334274 13.761451   66651162223367808
058.12481009124 +24.57471785848 12.637316   66652536612952960
058.14200496225 +24.65410606776 12.473069   66653464325858944
058.22291567604 +24.71553110368  9.341612   66655560269868544
058.16680645001 +24.70600683147 12.318255   66655869507525120
058.14806243055 +24.71061719087 11.301326   66655903864259968
058.17539260778 +24.71462261573 13.398412   66656247465237632
058.15717732856 +24.74843526769 13.218964   66656591061815424
057.80726585992 +24.51847969111 12.173843   66657175177432064
057.84765282152 +24.52627640163 13.447122   66657243896905856
057.86348961017 +24.51844875471  8.769578   66657415696297344
057.86623675603 +24.56339487219 11.500051   66657828012449536
057.81306695324 +24.58017594614 13.937431   66658721365649792
057.82769530434 +24.59010136213 13.030750   66658858804968704
057.91375038406 +24.54869612564 12.009029   66658996243552000
057.90827574263 +24.60220413781 13.779953   66659477279881856
057.95125186326 +24.62542849235 12.958269   66659855236997248
057.89051437683 +24.61201586134 12.706135   66660233194125568
057.88485010548 +24.61859159453 12.507923   66660301913601792
057.91949108084 +24.66911910479 12.050021   66661057827836800
057.73863953812 +24.54821506420 12.738371   66661195266822272
057.76529603799 +24.59830826166 13.473409   66661435784981632
057.70680921588 +24.58445662013 12.798186   66661538864203392
057.79753363982 +24.59322638426  8.908036   66661740724644608
057.77377320398 +24.67558437108 10.960247   66663085052409984
057.73959804061 +24.66588291352 13.521215   66663153771890560
057.74575180885 +24.68077193538 12.798434   66663256851103104
057.85089519445 +24.66664262918 12.690875   66663600448481024
057.86553559367 +24.71920114211 13.693251   66664425082193664
057.76069874792 +24.69903173024 13.181912   66664768679587456
057.79944856678 +24.75036724729 12.929891   66665387154868736
058.00941283209 +24.66306323376 11.729350   66665696393227904
057.98314544849 +24.68388838828 13.751951   66666727184659072
057.98144810279 +24.70903487227 13.752046   66666898983346048
057.94210590939 +24.72679350910 10.608403   66667070779265920
057.96276482882 +24.72945645513 13.153502   66667208220989056
057.98897058740 +24.73070249208 13.722342   66667517458631040
058.09405523694 +24.72816899997 12.826124   66667861056008064
058.08203803643 +24.73492341731 13.666953   66668067214438144
058.13331437668 +24.77177293210 13.875086   66668410811812352
057.93270235403 +24.73038418172 12.077544   66670021422348288
057.98067433758 +24.78521006359 13.089926   66670747274031616
057.94434851507 +24.77624591831 13.731157   66670815993511936
057.97889358762 +24.83021279943 12.337118   66672533980420864
058.07723934857 +24.85923462186 12.239724   66672877577792000
057.98218187524 +24.85618549131 13.758883   66673427333613440
058.00556608596 +24.87931550250 10.941912   66673839650469760
057.96816959328 +24.91027148142 11.003439   66674183247851648
058.39357544525 +24.66694952052 10.488062   66674561205173888
058.44600071291 +24.70580703786 13.941365   66675110960970880
058.40259059814 +24.73218195502 13.021188   66675454558354048
058.44721408936 +24.73983106047 13.991214   66676691508927360
058.44198095852 +24.75255327319 13.671148   66677000746569728
058.50341314625 +24.79985349540 13.152965   66677378703668992
058.46768272788 +24.80475342370 11.794083   66677516142626304
058.49246995123 +24.80237412497 12.982918   66677550502361856
058.44663739050 +24.79093864160 12.452377   66678233399814912
058.46555723871 +24.85187356858 13.612765   66678684373718912
058.26762399872 +24.75722086012 13.686464   66679199769849472
058.32218852620 +24.77727371631 13.476335   66679440288004224
058.27703578149 +24.80986769892 13.326642   66680471080153088
058.26276749914 +24.85656105783 12.145720   66680917756742016
058.37594352656 +24.84345709215 11.881256   66681226994372992
058.35327694898 +24.86176511699 12.209538   66681501872591232
058.38174485419 +24.87468347376 13.934138   66681914189131392
058.40324002361 +24.90138398931 13.052932   66682051628073856
058.34721482815 +24.86990754899 12.846278   66682257786520960
058.31487110913 +24.88261544469 13.188717   66682498304690816
058.32773981688 +24.88943211942 13.920858   66682532664425600
058.32117502289 +24.89381064166 10.098729   66682532665067776
058.37285252848 +24.89855364276 12.145084   66682670103370496
058.36801452318 +24.88867717032 13.187373   66682670103373184
058.38316382076 +24.90271624090 12.351403   66682773182583040
058.38382782889 +24.92176619838 13.145457   66682876261792000
058.49079655262 +24.85517879214 12.511227   66684388090282624
058.61152019129 +24.89475755098  9.950408   66685453242145792
058.62225735629 +24.94673734962 13.336335   66685899918731008
058.57454887337 +24.93110866307 12.622016   66686548456489472
058.58858365459 +24.97928080430 10.811222   66686930710879104
058.43959783872 +24.88787572350 13.913787   66687647968120320
058.42914954615 +24.89734318123 13.447243   66687858423855104
058.49646010731 +24.97044249035 13.780561   66688579978334336
058.42463240339 +24.93326081879 13.483057   66688820496522112
058.37798243802 +24.95403692641 13.522639   66689026652406528
058.37824788633 +24.95397923060 13.153442   66689026655611904
058.55153205997 +25.00476154043 13.820478   66690018790060416
058.56512324858 +25.03050952255 13.779491   66690641562615936
058.56169890173 +25.05048397289 12.862253   66690710282089856
058.16902043024 +24.80302724138 12.171431   66692050311803136
058.21605085747 +24.82712137511 12.220463   66692153391011840
058.15017676226 +24.82395374776 11.779400   66692325189707904
058.22330340369 +24.84051910629 13.805323   66692531348132096
058.25617004336 +24.87001106060 13.777979   66692703146816640
058.20000728654 +24.87085476378 13.896917   66692874945512576
058.28363620026 +24.89984435569 13.393985   66694214975474048
058.29944814953 +24.91244097310 13.663674   66694352414422016
058.24652162702 +24.90134245519 13.737393   66694455493470464
058.34336622114 +24.95675213696 13.664663   66694902170218496
058.32059803850 +24.97358429129 13.552959   66695177047964160
058.24897978684 +24.94802237909 13.849125   66695417566138880
058.26423057772 +24.98873464452 13.736876   66696139120640256
058.12748022125 +24.90161785877 13.573572   66696517077781504
058.07380232808 +24.95838129739 13.353347   66697719668619776
058.12156319343 +25.00542269245  9.091948   66698269424424576
058.15211700434 +24.98477252705 13.177839   66698849242822272
058.22231193464 +25.00144338388 13.374706   66699128418042240
058.15610470665 +25.08282197262 12.271375   66700601589474432
058.37468822833 +24.99697191967 12.630527   66700983843894528
058.36404725077 +25.03535169291 13.991285   66701671038507648
058.29362034729 +25.02842098042 13.777684   66702152075621120
058.38533421462 +25.06284805479 11.878779   66702564389234560
058.33391036866 +25.06425939691 13.239658   66702701830657024
058.47723677960 +25.06586381219 12.748371   66703114147645952
058.42308131923 +25.08810964953 13.085859   66703354665816064
058.45370837934 +25.08664854173 12.608006   66703389025550976
058.44754772606 +25.08657013912 13.903344   66703389025551872
058.51226238946 +25.12406762606 10.604570   66703766980018688
058.40301227057 +25.09063199128 13.338652   66704076220322944
058.46132562062 +25.18091275156 13.054550   66705072652721536
058.29748009824 +25.15533687173 13.986250   66706996797947008
058.40244886976 +25.20037050707  9.402064   66708233748517504
058.37423358244 +25.20514720633 12.105820   66708268108257152
058.40573098499 +25.23157976567 12.533862   66708439906946176
058.30836765332 +25.21626287974 13.898346   66708955303026176
058.36632495614 +25.22926371682 13.709803   66709122804587008
056.97297917758 +23.99851019009 13.805150   66709711217368320
057.02059385297 +24.07175782899 11.743626   66711841521138560
057.07533888808 +24.09676556302 13.073351   66711944600348544
057.00716403144 +24.08789524992 11.344676   66712116399044864
056.99745261959 +24.09881264790 11.297221   66712872313288704
056.99700631930 +24.09914683572 10.187555   66712872313875456
057.02995559056 +24.14185767971  9.440848   66713044112564864
057.06989589513 +24.17805988269 13.884195   66713593867781632
056.83676093639 +24.08034581614 12.631272   66714246702832128
056.85273970848 +24.09129593575 13.740361   66714281062596736
056.87125084726 +24.10493447523  2.896132   66714384142368256
056.91984088390 +24.13802467749 11.513255   66714723442169088
056.91815854705 +24.14925654936 11.319205   66714968257327872
056.83776002021 +24.11606748364  6.298830   66715105696289024
056.81060309169 +24.11801817040 13.370591   66715140056028544
056.81909229562 +24.12815593702  8.624058   66715174415764736
056.83070036888 +24.13892013262  8.243902   66715273197982848
056.98412491835 +24.20568799488 13.856643   66716995481881728
056.89811475608 +24.21536470595 11.989368   66717575300452224
056.95244304550 +24.25199117261 13.951586   66717923194872320
057.14507762985 +24.18098260492  9.011541   66718610389577088
057.15295064127 +24.21996730749 13.101180   66719297584339968
057.12932947415 +24.27414313529 10.989840   66720431455699840
057.24551506811 +24.26784757661 13.235940   66720809412816000
057.20406155769 +24.26717377103 10.705853   66720946851771904
057.21427964713 +24.29097714780 13.121966   66721084290722176
057.18041391381 +24.32316381183 12.627186   66722110785008768
057.17736761797 +24.33131083960 10.428952   66722183802346112
057.19150507150 +24.32875360087 12.829763   66722493040592640
057.20345234755 +24.34230476934 13.840199   66722527399726464
057.03817070733 +24.24628062157 12.490097   66722866699255552
057.11020600758 +24.30769919509 12.128654   66723558191939712
057.07000193512 +24.29316955377 12.649954   66723622613498368
057.02709575181 +24.28841052909 13.981269   66724004868496128
056.98094973330 +24.30206635283 13.540447   66724245386731520
057.05657664729 +24.31821242807  8.214289   66724451545088128
057.12549941432 +24.34532462480  6.939808   66725379258016768
057.12606366071 +24.43028875552 12.886996   66727028525445248
056.76502117318 +24.15948737687 13.826407   66727234683931520
056.81378280664 +24.19313205122 12.193225   66727780142747904
056.79638686364 +24.20545721642 13.600222   66727990598204288
056.79198814384 +24.27645362281  9.376594   66729261908482048
056.87281395749 +24.28813024633  6.815936   66729880383767168
056.92959370830 +24.28208499848 11.689749   66730052182455936
056.91832612972 +24.30173654543 13.267610   66730120901930240
056.68175637482 +24.25759493132 13.840791   66731868952898816
056.68118715286 +24.25686983592 13.063030   66731873248606720
056.63202731032 +24.32365101316 13.245388   66733144558760320
056.68407748593 +24.31273491117 10.444639   66733281997873792
056.65554223667 +24.34333893210 12.441148   66733552578791296
056.65527358643 +24.34330900053 12.744133   66733556873061120
056.66603209317 +24.35139115104 13.016461   66733591235356288
056.69029270640 +24.34155916754 12.580366   66733621298268160
056.68983223338 +24.34185544805 13.396110   66733625595253888
056.74846658205 +24.33129174990 10.918426   66734106631633024
056.82535623080 +24.39056523580 12.229151   66734720809017856
056.75590737794 +24.37323097400 13.153173   66734999984780672
056.74838521137 +24.38436318763 10.691979   66735068704852352
056.79469387663 +24.43596861068 13.206070   66735858978229120
056.98845667610 +24.32981094607 13.334884   66736133856136832
056.96236793432 +24.36739016748 10.731317   66736477453517056
056.91861653211 +24.36435608057 10.402332   66737095928811648
057.02957747067 +24.47403318136 11.815041   66739879067595776
057.07214182983 +24.50422072393 13.717735   66739982146803456
056.85259877388 +24.39565797369 13.513220   66740428823433856
056.87119983823 +24.43301144605 11.124680   66740772420811008
056.82751391888 +24.45371819035 11.171311   66741562694857856
056.89151492931 +24.50420022617 11.871995   66742176872237184
056.86239117734 +24.50884299982 12.836014   66742421688314496
056.99809086155 +24.50561649672 13.997140   66743108883000448
056.98309301055 +24.52667135843 13.442255   66743177602474752
056.89785981625 +24.53605368009  9.768662   66743967876462592
056.96140329427 +24.57100688159 13.056243   66744311473835776
057.28594651589 +24.32277102239 13.797873   66745033028353664
057.37567637992 +24.38462150228 13.610947   66745548424409984
057.34071662083 +24.38075238779  6.604883   66745617143891968
057.27519230632 +24.39807423361 13.112294   66746304338662784
057.29830801865 +24.38540961780 11.813524   66746407417878016
057.32010689707 +24.39593347467  7.525846   66746441777612416
057.32500174466 +24.41479370252 11.656339   66746544856822016
057.42278987322 +24.41492819147 11.944245   66747128972365312
057.42246261119 +24.43321367118 13.419106   66747575648960512
057.42624525739 +24.46279973600 11.899782   66747816167123712
057.37639642584 +24.47257029580 13.182074   66748297203463936
057.37977093240 +24.47877214267 13.549454   66748675160584192
057.40244561010 +24.50423228543 13.541387   66748812599531776
057.28142414843 +24.47763906443 13.979942   66749942173110784
057.16836648276 +24.45555159310 11.764711   66750358787790080
057.18019089218 +24.48322404501 13.381674   66750702385166080
057.31058529654 +24.47879514366 12.424397   66751389579922048
057.36167625474 +24.53023464216 13.373423   66752042414937088
057.22641395200 +24.54565055915 12.440885   66752794031389824
057.31420347455 +24.56707217101 13.430262   66753038847347456
057.50787547074 +24.50005940312 13.799552   66753726042224512
057.46820897348 +24.50821925633 12.481769   66753863481062144
057.55177538411 +24.53272638784 12.732841   66754241438299520
057.44124148161 +24.52675954817 13.583673   66754756834258304
057.48791563830 +24.58902133850 12.874437   66755409669272960
057.57075876763 +24.57305711265 13.164582   66755852048103552
057.59091352282 +24.60070142668 13.863817   66755993784953600
057.61468633590 +24.65724868026 12.931110   66756818418671744
057.61214473026 +24.65709981955 13.494304   66756818418671872
057.55402682316 +24.62868895235 11.323419   66757020279203584
057.51892084789 +24.62430252877 12.712673   66757162015918848
057.56523112114 +24.66675124086  9.199370   66757711771718144
057.38929785559 +24.62974303518  9.427763   66759601557355648
057.39564484239 +24.64615775737 12.909425   66759635917090176
057.38831989443 +24.65694725481 13.110335   66759704637211904
057.41544313006 +24.68295674760 13.126117   66759842075511168
057.51817295146 +24.67124035953 11.926353   66760701068961536
057.51717919615 +24.69724211999 12.751808   66760804148170624
057.19953188395 +24.54392074866 13.596205   66763071890965504
057.23684326643 +24.60300485173 13.706596   66764996036300800
057.26616018089 +24.60887165825 13.969242   66765202194725120
057.20320974019 +24.63483338251 10.566019   66765889389494528
057.01625028089 +24.60009003688 13.901332   66767126340100352
057.05115187474 +24.61100211451 13.982006   66767195059688192
057.13687357005 +24.65770728879 12.820258   66769050485427584
057.16417955124 +24.68257306566 11.598204   66769565879071744
057.18452019859 +24.71326998479 13.392759   66769703320439296
057.18777554948 +24.70234611397 13.430656   66769703320441344
057.08360409459 +24.67493523176 13.222808   66770046917842304
057.29898892437 +24.63638142989 10.304679   66771146429454592
057.35604245074 +24.72470090561 12.764121   66772142861844864
057.25677825366 +24.71350453787 12.893956   66772658257932672
057.34472558471 +24.75077081740 13.964206   66772967495561856
057.28159524120 +24.73341017749 13.822709   66773070574786688
057.28585059981 +24.75394038723 13.869651   66773173653997312
057.29866512763 +24.77497702708 13.985431   66773311092945408
057.33590317007 +24.77646236030 12.459594   66774513683782912
057.35335867972 +24.78308978982 13.534567   66774548041001216
057.35321838638 +24.78301324617 13.553564   66774548043517952
057.38473310923 +24.78875991113 13.318666   66774616762990080
057.20560969141 +24.72643230996 13.776982   66775613195435008
057.22471565453 +24.77375824701 13.702707   66775991152546048
057.19902261026 +24.76411736024 13.922101   66776025512288384
057.21451621640 +24.77579199764 13.487584   66776059872023552
057.17164890878 +24.77328566548 13.051409   66776747066795392
057.15858690773 +24.78182245009 13.011099   66776953225382656
057.35296936923 +24.87010087415 13.598907   66778499413415168
056.63112900461 +24.33336097982 13.078573   66780114321109248
056.57870902605 +24.33371107684 13.249757   66780217400324992
056.60074264194 +24.36101148705 12.957196   66780453621663360
056.60045194773 +24.36111546590 13.362388   66780457918492416
056.62351943201 +24.37383837861 13.563708   66780767156135424
056.55917275875 +24.39830067697 13.721985   66781484413823872
056.61848429295 +24.43373934391 10.873117   66781832308018176
056.74081994672 +24.48628100422 13.897665   66783137978064384
056.65607637534 +24.45961056675 13.816484   66783447215716864
056.50503612060 +24.42280859528 13.686542   66784649806572032
056.51218035590 +24.52769732621  6.425264   66786505232432512
056.66214340428 +24.52010758504 12.868829   66787119410915072
056.59455349460 +24.56994976906 10.296593   66788291938818304
056.78390873358 +24.52608542047 12.204468   66789185292165632
056.74758526953 +24.51991333979  6.802811   66789872486779520
056.72053388376 +24.53360711584 13.994309   66790113004948480
056.87015501069 +24.55690941091  9.513547   66790937639417728
056.88206404923 +24.55939000964 13.734859   66790971998547968
056.85035863629 +24.58822728010  7.632523   66791246876452736
056.83034088447 +24.64308802153 13.449509   66792483826880000
056.86058219836 +24.65842092068  8.810262   66792689985307264
056.85953359938 +24.66006399582 10.971736   66792896143736832
056.70029568920 +24.55941470115 12.695794   66793171021659904
056.69465600869 +24.60352888680 13.026961   66793583338515200
056.64168102017 +24.58900259239 13.400312   66794236173549440
056.68819459985 +24.62832636175 13.587221   66794785929356288
056.76491859512 +24.63713564744  9.880386   66795404404643328
056.39994195042 +24.50019416383 11.871750   66797878305841920
056.47708455754 +24.55430537375  5.752026   66798496781121792
056.47976397387 +24.55460405917 13.832768   66798526845337344
056.39666396948 +24.57260389909 13.363571   66799458853799040
056.52718924376 +24.56722164753 12.414279   66799763794633856
056.52886446573 +24.56260512790 12.692504   66799768088857856
056.56306827356 +24.62515087464 13.184712   66800485349138944
056.54907922003 +24.62211909460 11.405896   66800592725851776
056.53832240756 +24.63404999194 13.061589   66800661444626176
056.53469362713 +24.62826285771 13.745541   66800661444627968
056.46210382463 +24.60144600650 13.869920   66800901962803328
056.30003774761 +24.58598863493 13.399992   66802276352348416
056.33709577642 +24.62115544087 13.720513   66802448151034880
056.41749644530 +24.62703265921  9.593008   66802654309459712
056.36638665545 +24.61355722684 13.125949   66802757388679168
056.43560162740 +24.71386808754  9.579378   66805025131394816
056.61937054723 +24.75879046515 13.698108   66808220587759104
056.65748307122 +24.74747772850 11.587448   66808869124393600
056.72891863144 +24.79613452000 10.408444   66809491897360896
056.65348444527 +24.77061569922 13.456428   66809663696060032
056.66592096005 +24.82003380530 12.480989   66810453970035968
056.52406695953 +24.74758860183 12.670455   66810935006386944
056.58539983665 +24.78528298284 13.337562   66811450402457216
056.57064851654 +24.78126736824 13.836366   66811484762196736
056.47598119474 +24.80186170263 12.123239   66812236380428800
056.53043754696 +24.84084072667 13.274670   66812618633558528
056.50881780614 +24.83898523294 12.136445   66812786136242560
056.57873550830 +24.82229470596 12.543528   66813198453570816
056.63406288358 +24.87052212483  9.761303   66813786864653952
056.57754657235 +24.87066969882 11.080821   66814233541256192
056.53240123850 +24.86647317224 13.522656   66814302258090880
056.53250842193 +24.86669205739 11.950156   66814302260735104
056.53069205015 +24.88411881942 13.300136   66814401044413312
056.96165780012 +24.67907998808 13.629889   66815573571190272
056.93710980056 +24.68152533322 12.868669   66815607930930048
056.99566097481 +24.73852651086 12.775225   66816187748666496
056.99900829163 +24.73108641902 12.904102   66816187748666624
056.99574414470 +24.74210142840 13.333536   66816192046465536
056.92157478697 +24.68538700042 12.162414   66816256468145536
056.89041244831 +24.68399679169 12.540388   66816295125702144
057.08343787046 +24.77440505010 12.735848   66817978752845184
056.98843200595 +24.76332280685 12.022868   66818494148931328
056.97399299541 +24.77249677261 13.327295   66818700307360768
057.03986647821 +24.85943424987 12.774828   66819490581321984
056.88749849742 +24.79558337791 13.831629   66820452653892096
056.87891716418 +24.85506827941 13.861415   66821620884990208
057.02303077981 +24.86499344828 11.204517   66822411159083776
056.96527799959 +24.86668031991 13.933249   66822617317398400
056.90877404779 +24.89165534984 13.674303   66823304512166528
057.15694708250 +24.87694440540 13.582732   66824850700490368
057.08248957475 +24.84791864281 11.457664   66825018203119232
057.10068115782 +24.86133452150 12.078164   66825159938146048
057.10570386625 +24.87794807611 10.579395   66825263017356800
057.12832763170 +24.87339873444 12.659026   66825567958931072
057.17523528504 +24.93143003364 13.470789   66827255882164608
057.20642300114 +25.02376607013 12.337721   66828252314565504
057.02710661916 +24.98828970832  5.604983   66830279539033472
057.11218939507 +24.99437021922 10.716086   66830829294950144
057.07381062716 +25.04764063409 10.744773   66832100605159424
057.14417799623 +25.06685281320 11.310084   66832306761143552
057.14423988949 +25.06667223886 12.639733   66832306763692416
056.76490881113 +24.81976152742  8.478755   66832993955739776
056.83692982824 +24.87456143507 13.418208   66833474992048512
056.83653223308 +24.87447510193 12.895659   66833474994727424
056.78572943329 +24.87158678733 11.896676   66833612433684352
056.86599104797 +24.92638687436 13.149119   66835330420593664
056.84256470912 +24.97144811260 13.934127   66836258133527680
056.69878025399 +24.89982786470 13.515343   66837151487454464
056.66830355044 +24.90246809288 13.326631   66837392004908416
056.66783020915 +24.93086438815 13.436048   66837495084120320
056.68758901829 +24.92986468432 12.801658   66837529444576384
056.72912068386 +24.92221384588 10.916565   66837666882809344
056.72105396002 +24.96442594708 13.081095   66838044840649728
056.66189149025 +24.94435977320 12.647330   66838354077577856
056.66165931699 +24.95943688709 10.108060   66838452861270272
056.60811088099 +24.94812651300 13.064424   66838560236010880
056.75064298266 +25.09150662871 11.389128   66841343374802688
056.99018861167 +25.01331956839 10.116163   66842133649512576
056.91898488000 +25.08394300296 12.345112   66843508038301824
056.92525388489 +25.08470956846 11.910283   66843542398039808
057.05578311220 +25.09878082973 12.240489   66844160873323008
057.08117950284 +25.08960503747 13.859782   66844263952537856
057.09382790769 +25.12431897088 13.058057   66844470110964224
056.98235191080 +25.10384845878 12.683327   66844882427831552
056.97519845793 +25.13039824169  9.046707   66845191665474816
056.85428057396 +25.05341153106 12.401940   66845981939478272
056.88811741766 +25.07974547607 13.144049   66846153738157696
056.91087431982 +25.14205420374 12.932374   66846978371871616
056.79968667425 +25.11624712309 11.399183   66847287606832768
056.83385649286 +25.14342086100 12.080606   66847459408212352
056.84662711692 +25.17448042558 13.341864   66847940444546048
056.97626543892 +25.15544635896 13.226914   66848249682187648
056.96948826547 +25.15257994357 13.306346   66848249682188032
057.00305336956 +25.18744485618 11.978311   66848765078258432
056.92427480135 +25.18279290910 13.158447   66849246111882624
056.92453694229 +25.18321641888 13.744042   66849246114600192
056.89564961213 +25.19689266561 13.816499   66849520992507392
057.65333390143 +24.68062958280 13.846036   66850723584924032
057.70334061391 +24.70310105245 13.474310   66850964103090304
057.71735681703 +24.70900823864 12.463867   66851067182304640
057.77331327974 +24.73657781007 13.310761   66852647730267264
057.72692469403 +24.78915656556 13.635999   66853781601631104
057.67699385240 +24.78845265713 13.921881   66853953400325120
057.74197010053 +24.84719659132 12.114656   66854571875638912
057.58091201230 +24.73937852724 13.806343   66854915472886912
057.61073945342 +24.76198855272 11.937638   66855259070268288
057.64315417851 +24.79153017763 10.092495   66855430868954240
057.55722104367 +24.79226114499 13.068736   66855980624773760
057.56351401209 +24.80606082975 13.441801   66856427301370624
057.64073794820 +24.81987683442 13.537086   66857183215606656
057.62940718197 +24.83807440213 11.807055   66857286294819712
057.64115231948 +24.86911993975 13.515090   66858179648008960
057.64531924856 +24.90496542399 11.058457   66858866842766848
057.83907239336 +24.83619199698 13.589989   66859313519501440
057.80979977988 +24.84004652126 13.594325   66859485318194176
057.84996077680 +24.86255015057 10.781600   66859931994788608
057.85450474967 +24.86005498267 13.202036   66859931994788864
057.80872534664 +24.87715160326 13.359369   66860447390865024
057.96673329206 +24.98786895122 13.596306   66862371536196736
057.93052398710 +24.97454444867 13.262886   66862990011490432
057.92517073326 +24.97124797475 11.878134   66862990011490688
057.91861505670 +24.98296292857 10.706260   66863058730966528
057.89708258328 +25.00066447819 13.961524   66863333609445376
057.77016758473 +24.93982936132 11.004697   66864330041297280
057.77149801079 +24.95571276246 13.308343   66864364401034368
057.87101269668 +25.00654949210  9.305690   66866254186635008
057.87369929319 +25.01523948319 13.438846   66866322906110464
057.91131567528 +25.02925429625 13.749928   66866421691721088
057.78905058743 +25.05537907351 13.311354   66867250618879616
057.86103099865 +25.07691000888 11.067757   66867525496948480
057.55107157979 +24.90996775665 12.835926   66870411714870400
057.57765458420 +24.95339961657 12.146913   66870995830408576
057.58322443994 +24.97510158599 13.681367   66871786104384512
057.40606741226 +24.89411587616 12.837013   66872335860234368
057.35719555719 +24.93737112832 11.297504   66873431072788608
057.35719860195 +24.93744837571 11.241502   66873435368674944
057.45107467935 +24.99544399305 12.637195   66874844121110912
057.46131313511 +25.08859067086 13.874219   66876527748269952
057.68318029604 +25.02038253844 11.025205   66877524180671232
057.75971818178 +25.05529120051 12.876430   66878932929927936
057.68921478395 +25.14065602503 13.749540   66880479118840960
057.74298002234 +25.17709385091 13.761566   66880960154470656
057.57997924242 +25.08376586832 13.558869   66881303751889408
057.63822729308 +25.13193815030 13.622731   66881887867425152
057.52202904924 +25.12195825369 11.576918   66882605122917760
057.72236087250 +25.20506191882 13.466046   66884086890657536
057.69887183881 +25.23830629415 10.575549   66884361768560256
057.68074118586 +25.23425718298 13.619803   66885083323068672
058.03487055755 +25.00294556019 13.668943   66885736158281472
057.97474886520 +25.03813088369 11.107570   66886801310170496
057.96080592080 +25.07318835950 12.389859   66887110547811712
058.11583296892 +25.09499471093 12.852528   66887935181518336
058.10386666047 +25.10425855614 11.971891   66888141339948288
058.16979521396 +25.12783051947 13.299518   66888484937323776
058.11027600990 +25.12878665957 12.606338   66888622376281728
058.11224470469 +25.17558500042 12.809156   66889790607379200
057.95411958407 +25.06817510268 12.469459   66890065485312512
057.90905674761 +25.09139396898 13.886283   66890374722957952
057.96325918903 +25.09856060131  8.681589   66890546521644928
057.87860162002 +25.14010779867 12.523516   66891439874664960
057.96128720100 +25.15763467782 13.020265   66891714752741248
058.04688243209 +25.16234713882  6.641129   66892264508548864
057.97536918522 +25.16423271534 12.003844   66892436307245312
057.94771164923 +25.20175958288 11.733631   66893501459131776
058.19402610141 +25.13441273966 13.480187   66894326092843520
058.16201064297 +25.17396270820 13.690996   66894669690224384
058.17170336004 +25.22757437869 13.841152   66896009720007680
